date,local_code,location_name,zone_name,population,age_group,dose_1,dose_2,total_doses_administered,percent_pop_1_plus_dose,percent_pop_fully_immunized
2021/05/26,Z1.1.A.01,CROWSNEST PASS,SOUTH,500,12-19 years,135,0,135,27,0
2021/05/26,Z1.1.A.01,CROWSNEST PASS,SOUTH,1322,20-39 years,501,59,560,37.9,4.5
2021/05/26,Z1.1.A.01,CROWSNEST PASS,SOUTH,1617,40-59 years,927,83,1010,57.3,5.1
2021/05/26,Z1.1.A.01,CROWSNEST PASS,SOUTH,1633,60-74 years,1249,119,1368,76.5,7.3
2021/05/26,Z1.1.A.01,CROWSNEST PASS,SOUTH,618,75+ years,504,426,930,81.6,69
2021/05/26,Z1.1.A.01,CROWSNEST PASS,SOUTH,6358,All age years,3324,687,4011,52.3,10.8
2021/05/26,Z1.1.A.02,PINCHER CREEK,SOUTH,773,12-19 years,257,7,264,33.2,0.9
2021/05/26,Z1.1.A.02,PINCHER CREEK,SOUTH,1971,20-39 years,860,117,977,43.6,5.9
2021/05/26,Z1.1.A.02,PINCHER CREEK,SOUTH,1929,40-59 years,1128,219,1347,58.5,11.4
2021/05/26,Z1.1.A.02,PINCHER CREEK,SOUTH,1749,60-74 years,1342,245,1587,76.7,14
2021/05/26,Z1.1.A.02,PINCHER CREEK,SOUTH,807,75+ years,712,624,1336,88.2,77.3
2021/05/26,Z1.1.A.02,PINCHER CREEK,SOUTH,8407,All age years,4311,1212,5523,51.3,14.4
2021/05/26,Z1.1.A.03,FORT MACLEOD,SOUTH,680,12-19 years,164,6,170,24.1,0.9
2021/05/26,Z1.1.A.03,FORT MACLEOD,SOUTH,1717,20-39 years,491,51,542,28.6,3
2021/05/26,Z1.1.A.03,FORT MACLEOD,SOUTH,1458,40-59 years,701,90,791,48.1,6.2
2021/05/26,Z1.1.A.03,FORT MACLEOD,SOUTH,1219,60-74 years,840,108,948,68.9,8.9
2021/05/26,Z1.1.A.03,FORT MACLEOD,SOUTH,535,75+ years,403,350,753,75.3,65.4
2021/05/26,Z1.1.A.03,FORT MACLEOD,SOUTH,6840,All age years,2602,605,3207,38,8.8
2021/05/26,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,2217,12-19 years,522,14,536,23.5,0.6
2021/05/26,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,4122,20-39 years,968,154,1122,23.5,3.7
2021/05/26,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,3357,40-59 years,1379,230,1609,41.1,6.9
2021/05/26,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,2558,60-74 years,1412,329,1741,55.2,12.9
2021/05/26,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,1277,75+ years,889,708,1597,69.6,55.5
2021/05/26,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,16639,All age years,5181,1435,6616,31.1,8.6
2021/05/26,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,3177,12-19 years,899,8,907,28.3,0.3
2021/05/26,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,7077,20-39 years,2404,229,2633,34,3.2
2021/05/26,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,5594,40-59 years,3062,212,3274,54.7,3.8
2021/05/26,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,3696,60-74 years,2773,355,3128,75,9.6
2021/05/26,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,1356,75+ years,1104,952,2056,81.4,70.2
2021/05/26,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,26202,All age years,10285,1756,12041,39.3,6.7
2021/05/26,Z1.2.B.02,TABER MD,SOUTH,2630,12-19 years,445,3,448,16.9,0.1
2021/05/26,Z1.2.B.02,TABER MD,SOUTH,5153,20-39 years,1128,69,1197,21.9,1.3
2021/05/26,Z1.2.B.02,TABER MD,SOUTH,4152,40-59 years,1856,123,1979,44.7,3
2021/05/26,Z1.2.B.02,TABER MD,SOUTH,2357,60-74 years,1646,218,1864,69.8,9.2
2021/05/26,Z1.2.B.02,TABER MD,SOUTH,989,75+ years,816,670,1486,82.5,67.7
2021/05/26,Z1.2.B.02,TABER MD,SOUTH,19203,All age years,5906,1083,6989,30.8,5.6
2021/05/26,Z1.2.C.03,COUNTY OF WARNER,SOUTH,1484,12-19 years,364,4,368,24.5,0.3
2021/05/26,Z1.2.C.03,COUNTY OF WARNER,SOUTH,2698,20-39 years,813,92,905,30.1,3.4
2021/05/26,Z1.2.C.03,COUNTY OF WARNER,SOUTH,2278,40-59 years,1165,129,1294,51.2,5.7
2021/05/26,Z1.2.C.03,COUNTY OF WARNER,SOUTH,1858,60-74 years,1318,242,1560,70.9,13
2021/05/26,Z1.2.C.03,COUNTY OF WARNER,SOUTH,815,75+ years,622,527,1149,76.3,64.7
2021/05/26,Z1.2.C.03,COUNTY OF WARNER,SOUTH,11216,All age years,4304,994,5298,38.4,8.9
2021/05/26,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,878,12-19 years,78,0,78,8.9,0
2021/05/26,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,1699,20-39 years,274,21,295,16.1,1.2
2021/05/26,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,1214,40-59 years,467,45,512,38.5,3.7
2021/05/26,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,859,60-74 years,529,99,628,61.6,11.5
2021/05/26,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,341,75+ years,261,226,487,76.6,66.3
2021/05/26,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,6477,All age years,1611,391,2002,24.9,6
2021/05/26,Z1.3.A.01,NEWELL,SOUTH,3305,12-19 years,834,17,851,25.2,0.5
2021/05/26,Z1.3.A.01,NEWELL,SOUTH,7780,20-39 years,2803,127,2930,36,1.6
2021/05/26,Z1.3.A.01,NEWELL,SOUTH,7416,40-59 years,3909,240,4149,52.7,3.2
2021/05/26,Z1.3.A.01,NEWELL,SOUTH,3496,60-74 years,2517,380,2897,72,10.9
2021/05/26,Z1.3.A.01,NEWELL,SOUTH,1279,75+ years,1022,866,1888,79.9,67.7
2021/05/26,Z1.3.A.01,NEWELL,SOUTH,27920,All age years,11118,1630,12748,39.8,5.8
2021/05/26,Z1.3.B.02,OYEN,SOUTH,331,12-19 years,49,2,51,14.8,0.6
2021/05/26,Z1.3.B.02,OYEN,SOUTH,781,20-39 years,201,28,229,25.7,3.6
2021/05/26,Z1.3.B.02,OYEN,SOUTH,833,40-59 years,348,61,409,41.8,7.3
2021/05/26,Z1.3.B.02,OYEN,SOUTH,745,60-74 years,494,185,679,66.3,24.8
2021/05/26,Z1.3.B.02,OYEN,SOUTH,313,75+ years,250,210,460,79.8,67.1
2021/05/26,Z1.3.B.02,OYEN,SOUTH,3525,All age years,1344,486,1830,38.1,13.8
2021/05/26,Z1.3.B.03,CYPRESS COUNTY,SOUTH,1285,12-19 years,429,7,436,33.4,0.5
2021/05/26,Z1.3.B.03,CYPRESS COUNTY,SOUTH,2798,20-39 years,978,58,1036,35,2.1
2021/05/26,Z1.3.B.03,CYPRESS COUNTY,SOUTH,3168,40-59 years,1786,101,1887,56.4,3.2
2021/05/26,Z1.3.B.03,CYPRESS COUNTY,SOUTH,1963,60-74 years,1372,114,1486,69.9,5.8
2021/05/26,Z1.3.B.03,CYPRESS COUNTY,SOUTH,507,75+ years,372,280,652,73.4,55.3
2021/05/26,Z1.3.B.03,CYPRESS COUNTY,SOUTH,11405,All age years,4953,560,5513,43.4,4.9
2021/05/26,Z1.4.A.01,MEDICINE HAT,SOUTH,6351,12-19 years,2652,24,2676,41.8,0.4
2021/05/26,Z1.4.A.01,MEDICINE HAT,SOUTH,17653,20-39 years,7827,662,8489,44.3,3.8
2021/05/26,Z1.4.A.01,MEDICINE HAT,SOUTH,17060,40-59 years,10579,848,11427,62,5
2021/05/26,Z1.4.A.01,MEDICINE HAT,SOUTH,12574,60-74 years,9870,1108,10978,78.5,8.8
2021/05/26,Z1.4.A.01,MEDICINE HAT,SOUTH,5866,75+ years,5067,4391,9458,86.4,74.9
2021/05/26,Z1.4.A.01,MEDICINE HAT,SOUTH,68404,All age years,36119,7033,43152,52.8,10.3
2021/05/26,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,4104,12-19 years,2456,15,2471,59.8,0.4
2021/05/26,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,13658,20-39 years,8575,644,9219,62.8,4.7
2021/05/26,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,8704,40-59 years,6685,582,7267,76.8,6.7
2021/05/26,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,4903,60-74 years,4265,517,4782,87,10.5
2021/05/26,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,1596,75+ years,1453,1328,2781,91,83.2
2021/05/26,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,39115,All age years,23584,3086,26670,60.3,7.9
2021/05/26,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,2497,12-19 years,1143,16,1159,45.8,0.6
2021/05/26,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,8270,20-39 years,4216,335,4551,51,4.1
2021/05/26,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,7090,40-59 years,4866,385,5251,68.6,5.4
2021/05/26,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,4590,60-74 years,3884,544,4428,84.6,11.9
2021/05/26,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,2004,75+ years,1783,1490,3273,89,74.3
2021/05/26,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,28222,All age years,15953,2770,18723,56.5,9.8
2021/05/26,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,2630,12-19 years,1360,16,1376,51.7,0.6
2021/05/26,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,9700,20-39 years,4932,402,5334,50.8,4.1
2021/05/26,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,7527,40-59 years,5316,504,5820,70.6,6.7
2021/05/26,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,6621,60-74 years,5546,873,6419,83.8,13.2
2021/05/26,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,4430,75+ years,3995,3667,7662,90.2,82.8
2021/05/26,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,34789,All age years,21208,5462,26670,61,15.7
2021/05/26,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,12829,12-19 years,5824,51,5875,45.4,0.4
2021/05/26,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,34553,20-39 years,19060,1244,20304,55.2,3.6
2021/05/26,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,34909,40-59 years,24825,1636,26461,71.1,4.7
2021/05/26,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,19230,60-74 years,16088,2077,18165,83.7,10.8
2021/05/26,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,6641,75+ years,5735,5134,10869,86.4,77.3
2021/05/26,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,125587,All age years,71836,10143,81979,57.2,8.1
2021/05/26,Z2.1.B.02,CALGARY - NORTH,CALGARY,12454,12-19 years,4787,39,4826,38.4,0.3
2021/05/26,Z2.1.B.02,CALGARY - NORTH,CALGARY,33695,20-39 years,17349,1158,18507,51.5,3.4
2021/05/26,Z2.1.B.02,CALGARY - NORTH,CALGARY,34221,40-59 years,23673,1575,25248,69.2,4.6
2021/05/26,Z2.1.B.02,CALGARY - NORTH,CALGARY,14770,60-74 years,12224,1237,13461,82.8,8.4
2021/05/26,Z2.1.B.02,CALGARY - NORTH,CALGARY,4424,75+ years,3827,3174,7001,86.5,71.7
2021/05/26,Z2.1.B.02,CALGARY - NORTH,CALGARY,118910,All age years,62088,7183,69271,52.2,6
2021/05/26,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,5744,12-19 years,2294,11,2305,39.9,0.2
2021/05/26,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,25107,20-39 years,12911,711,13622,51.4,2.8
2021/05/26,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,20735,40-59 years,13918,795,14713,67.1,3.8
2021/05/26,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,11778,60-74 years,9533,1157,10690,80.9,9.8
2021/05/26,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,4952,75+ years,4310,3739,8049,87,75.5
2021/05/26,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,78422,All age years,43091,6413,49504,54.9,8.2
2021/05/26,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,6744,12-19 years,3434,25,3459,50.9,0.4
2021/05/26,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,16704,20-39 years,9754,583,10337,58.4,3.5
2021/05/26,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,17271,40-59 years,13205,928,14133,76.5,5.4
2021/05/26,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,9736,60-74 years,8437,1225,9662,86.7,12.6
2021/05/26,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,4417,75+ years,4076,3781,7857,92.3,85.6
2021/05/26,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,62936,All age years,39094,6542,45636,62.1,10.4
2021/05/26,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,1326,12-19 years,465,4,469,35.1,0.3
2021/05/26,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,6482,20-39 years,3378,349,3727,52.1,5.4
2021/05/26,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,5552,40-59 years,3489,280,3769,62.8,5
2021/05/26,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,3760,60-74 years,2927,455,3382,77.9,12.1
2021/05/26,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,1714,75+ years,1498,1350,2848,87.4,78.8
2021/05/26,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,21500,All age years,11781,2438,14219,54.8,11.3
2021/05/26,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,2653,12-19 years,1421,8,1429,53.6,0.3
2021/05/26,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,15638,20-39 years,9584,680,10264,61.3,4.3
2021/05/26,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,12413,40-59 years,8687,657,9344,70,5.3
2021/05/26,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,6537,60-74 years,5248,879,6127,80.3,13.4
2021/05/26,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,3007,75+ years,2604,2328,4932,86.6,77.4
2021/05/26,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,45414,All age years,27639,4552,32191,60.9,10
2021/05/26,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,12850,12-19 years,4506,29,4535,35.1,0.2
2021/05/26,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,44857,20-39 years,18817,1193,20010,41.9,2.7
2021/05/26,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,29656,40-59 years,19076,1433,20509,64.3,4.8
2021/05/26,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,11824,60-74 years,9666,773,10439,81.7,6.5
2021/05/26,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,3380,75+ years,2617,1865,4482,77.4,55.2
2021/05/26,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,125654,All age years,54820,5293,60113,43.6,4.2
2021/05/26,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,9471,12-19 years,2558,23,2581,27,0.2
2021/05/26,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,28657,20-39 years,10234,596,10830,35.7,2.1
2021/05/26,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,25149,40-59 years,14612,944,15556,58.1,3.8
2021/05/26,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,14007,60-74 years,11514,1178,12692,82.2,8.4
2021/05/26,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,4576,75+ years,3984,3219,7203,87.1,70.3
2021/05/26,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,96631,All age years,42982,5960,48942,44.5,6.2
2021/05/26,Z2.3.A.01,CALGARY - EAST,CALGARY,6620,12-19 years,1476,8,1484,22.3,0.1
2021/05/26,Z2.3.A.01,CALGARY - EAST,CALGARY,21176,20-39 years,7108,388,7496,33.6,1.8
2021/05/26,Z2.3.A.01,CALGARY - EAST,CALGARY,20685,40-59 years,11071,651,11722,53.5,3.1
2021/05/26,Z2.3.A.01,CALGARY - EAST,CALGARY,11080,60-74 years,8584,825,9409,77.5,7.4
2021/05/26,Z2.3.A.01,CALGARY - EAST,CALGARY,3557,75+ years,2960,2387,5347,83.2,67.1
2021/05/26,Z2.3.A.01,CALGARY - EAST,CALGARY,72591,All age years,31237,4259,35496,43,5.9
2021/05/26,Z2.3.B.02,CALGARY - SE,CALGARY,12838,12-19 years,4798,30,4828,37.4,0.2
2021/05/26,Z2.3.B.02,CALGARY - SE,CALGARY,41476,20-39 years,20877,1667,22544,50.3,4
2021/05/26,Z2.3.B.02,CALGARY - SE,CALGARY,38943,40-59 years,26448,1797,28245,67.9,4.6
2021/05/26,Z2.3.B.02,CALGARY - SE,CALGARY,15419,60-74 years,12740,1360,14100,82.6,8.8
2021/05/26,Z2.3.B.02,CALGARY - SE,CALGARY,4263,75+ years,3742,3435,7177,87.8,80.6
2021/05/26,Z2.3.B.02,CALGARY - SE,CALGARY,138537,All age years,68877,8289,77166,49.7,6
2021/05/26,Z2.4.A.01,CALGARY - WEST,CALGARY,10419,12-19 years,5571,40,5611,53.5,0.4
2021/05/26,Z2.4.A.01,CALGARY - WEST,CALGARY,22214,20-39 years,12989,802,13791,58.5,3.6
2021/05/26,Z2.4.A.01,CALGARY - WEST,CALGARY,28211,40-59 years,20794,1417,22211,73.7,5
2021/05/26,Z2.4.A.01,CALGARY - WEST,CALGARY,13870,60-74 years,11434,1688,13122,82.4,12.2
2021/05/26,Z2.4.A.01,CALGARY - WEST,CALGARY,5221,75+ years,4599,4213,8812,88.1,80.7
2021/05/26,Z2.4.A.01,CALGARY - WEST,CALGARY,93211,All age years,55691,8160,63851,59.7,8.8
2021/05/26,Z2.4.B.02,CALGARY - CENTRE,CALGARY,2223,12-19 years,844,4,848,38,0.2
2021/05/26,Z2.4.B.02,CALGARY - CENTRE,CALGARY,33047,20-39 years,18106,979,19085,54.8,3
2021/05/26,Z2.4.B.02,CALGARY - CENTRE,CALGARY,17260,40-59 years,10293,464,10757,59.6,2.7
2021/05/26,Z2.4.B.02,CALGARY - CENTRE,CALGARY,8169,60-74 years,6042,806,6848,74,9.9
2021/05/26,Z2.4.B.02,CALGARY - CENTRE,CALGARY,2988,75+ years,2308,1936,4244,77.3,64.8
2021/05/26,Z2.4.B.02,CALGARY - CENTRE,CALGARY,69057,All age years,37621,4189,41810,54.5,6.1
2021/05/26,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,4959,12-19 years,2377,15,2392,47.9,0.3
2021/05/26,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,21123,20-39 years,12210,983,13193,57.8,4.7
2021/05/26,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,18494,40-59 years,13252,884,14136,71.7,4.8
2021/05/26,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,8966,60-74 years,7312,1164,8476,81.6,13
2021/05/26,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,3869,75+ years,3495,3138,6633,90.3,81.1
2021/05/26,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,66463,All age years,38759,6184,44943,58.3,9.3
2021/05/26,Z2.4.D.04,CALGARY - ELBOW,CALGARY,3001,12-19 years,1657,12,1669,55.2,0.4
2021/05/26,Z2.4.D.04,CALGARY - ELBOW,CALGARY,11893,20-39 years,6472,405,6877,54.4,3.4
2021/05/26,Z2.4.D.04,CALGARY - ELBOW,CALGARY,10652,40-59 years,7439,605,8044,69.8,5.7
2021/05/26,Z2.4.D.04,CALGARY - ELBOW,CALGARY,7583,60-74 years,6279,1352,7631,82.8,17.8
2021/05/26,Z2.4.D.04,CALGARY - ELBOW,CALGARY,3832,75+ years,3291,3059,6350,85.9,79.8
2021/05/26,Z2.4.D.04,CALGARY - ELBOW,CALGARY,41000,All age years,25215,5433,30648,61.5,13.3
2021/05/26,Z2.4.E.05,CALGARY - FISH CREEK,CALGARY,8740,12-19 years,3133,21,3154,35.8,0.2
2021/05/26,Z2.4.E.05,CALGARY - FISH CREEK,CALGARY,30543,20-39 years,14781,882,15663,48.4,2.9
2021/05/26,Z2.4.E.05,CALGARY - FISH CREEK,CALGARY,29766,40-59 years,20158,1180,21338,67.7,4
2021/05/26,Z2.4.E.05,CALGARY - FISH CREEK,CALGARY,20793,60-74 years,17400,2138,19538,83.7,10.3
2021/05/26,Z2.4.E.05,CALGARY - FISH CREEK,CALGARY,8203,75+ years,7278,6517,13795,88.7,79.4
2021/05/26,Z2.4.E.05,CALGARY - FISH CREEK,CALGARY,111466,All age years,62898,10738,73636,56.4,9.6
2021/05/26,Z2.4.F.06,CALGARY - SW,CALGARY,12647,12-19 years,4781,60,4841,37.8,0.5
2021/05/26,Z2.4.F.06,CALGARY - SW,CALGARY,32217,20-39 years,15974,1231,17205,49.6,3.8
2021/05/26,Z2.4.F.06,CALGARY - SW,CALGARY,35029,40-59 years,23770,1961,25731,67.9,5.6
2021/05/26,Z2.4.F.06,CALGARY - SW,CALGARY,15660,60-74 years,12994,1502,14496,83,9.6
2021/05/26,Z2.4.F.06,CALGARY - SW,CALGARY,5845,75+ years,5196,4748,9944,88.9,81.2
2021/05/26,Z2.4.F.06,CALGARY - SW,CALGARY,118678,All age years,62916,9502,72418,53,8
2021/05/26,Z2.5.A.01,OKOTOKS-PRIDDIS,CALGARY,5694,12-19 years,1689,25,1714,29.7,0.4
2021/05/26,Z2.5.A.01,OKOTOKS-PRIDDIS,CALGARY,10373,20-39 years,4108,292,4400,39.6,2.8
2021/05/26,Z2.5.A.01,OKOTOKS-PRIDDIS,CALGARY,13508,40-59 years,8519,520,9039,63.1,3.8
2021/05/26,Z2.5.A.01,OKOTOKS-PRIDDIS,CALGARY,8412,60-74 years,6662,819,7481,79.2,9.7
2021/05/26,Z2.5.A.01,OKOTOKS-PRIDDIS,CALGARY,2636,75+ years,2308,2091,4399,87.5,79.3
2021/05/26,Z2.5.A.01,OKOTOKS-PRIDDIS,CALGARY,46994,All age years,23368,3747,27115,49.7,8
2021/05/26,Z2.5.B.02,BLACK DIAMOND,CALGARY,771,12-19 years,155,5,160,20.1,0.6
2021/05/26,Z2.5.B.02,BLACK DIAMOND,CALGARY,1783,20-39 years,563,75,638,31.6,4.2
2021/05/26,Z2.5.B.02,BLACK DIAMOND,CALGARY,2341,40-59 years,1185,107,1292,50.6,4.6
2021/05/26,Z2.5.B.02,BLACK DIAMOND,CALGARY,2139,60-74 years,1595,170,1765,74.6,7.9
2021/05/26,Z2.5.B.02,BLACK DIAMOND,CALGARY,724,75+ years,608,477,1085,84,65.9
2021/05/26,Z2.5.B.02,BLACK DIAMOND,CALGARY,8875,All age years,4114,834,4948,46.4,9.4
2021/05/26,Z2.5.B.03,HIGH RIVER,CALGARY,2454,12-19 years,579,10,589,23.6,0.4
2021/05/26,Z2.5.B.03,HIGH RIVER,CALGARY,5174,20-39 years,1709,121,1830,33,2.3
2021/05/26,Z2.5.B.03,HIGH RIVER,CALGARY,6115,40-59 years,3392,239,3631,55.5,3.9
2021/05/26,Z2.5.B.03,HIGH RIVER,CALGARY,4868,60-74 years,3602,406,4008,74,8.3
2021/05/26,Z2.5.B.03,HIGH RIVER,CALGARY,2379,75+ years,2044,1731,3775,85.9,72.8
2021/05/26,Z2.5.B.03,HIGH RIVER,CALGARY,23993,All age years,11344,2507,13851,47.3,10.4
2021/05/26,Z2.5.C.04,CLARESHOLM,CALGARY,462,12-19 years,89,0,89,19.3,0
2021/05/26,Z2.5.C.04,CLARESHOLM,CALGARY,1257,20-39 years,375,32,407,29.8,2.5
2021/05/26,Z2.5.C.04,CLARESHOLM,CALGARY,1502,40-59 years,784,74,858,52.2,4.9
2021/05/26,Z2.5.C.04,CLARESHOLM,CALGARY,1530,60-74 years,1186,139,1325,77.5,9.1
2021/05/26,Z2.5.C.04,CLARESHOLM,CALGARY,831,75+ years,706,556,1262,84.9,66.9
2021/05/26,Z2.5.C.04,CLARESHOLM,CALGARY,6267,All age years,3147,801,3948,50.2,12.8
2021/05/26,Z2.5.C.05,VULCAN,CALGARY,719,12-19 years,143,2,145,19.9,0.3
2021/05/26,Z2.5.C.05,VULCAN,CALGARY,1488,20-39 years,403,29,432,27.1,1.9
2021/05/26,Z2.5.C.05,VULCAN,CALGARY,1515,40-59 years,705,61,766,46.5,4
2021/05/26,Z2.5.C.05,VULCAN,CALGARY,1496,60-74 years,1063,101,1164,71.1,6.8
2021/05/26,Z2.5.C.05,VULCAN,CALGARY,679,75+ years,554,413,967,81.6,60.8
2021/05/26,Z2.5.C.05,VULCAN,CALGARY,6837,All age years,2871,606,3477,42,8.9
2021/05/26,Z2.6.A.01,AIRDRIE,CALGARY,8060,12-19 years,2342,14,2356,29.1,0.2
2021/05/26,Z2.6.A.01,AIRDRIE,CALGARY,22157,20-39 years,8941,567,9508,40.4,2.6
2021/05/26,Z2.6.A.01,AIRDRIE,CALGARY,20294,40-59 years,12319,694,13013,60.7,3.4
2021/05/26,Z2.6.A.01,AIRDRIE,CALGARY,8824,60-74 years,7087,554,7641,80.3,6.3
2021/05/26,Z2.6.A.01,AIRDRIE,CALGARY,2222,75+ years,1826,1533,3359,82.2,69
2021/05/26,Z2.6.A.01,AIRDRIE,CALGARY,76018,All age years,32663,3362,36025,43,4.4
2021/05/26,Z2.6.B.02,CHESTERMERE,CALGARY,3045,12-19 years,1077,6,1083,35.4,0.2
2021/05/26,Z2.6.B.02,CHESTERMERE,CALGARY,6562,20-39 years,3058,179,3237,46.6,2.7
2021/05/26,Z2.6.B.02,CHESTERMERE,CALGARY,7295,40-59 years,4817,253,5070,66,3.5
2021/05/26,Z2.6.B.02,CHESTERMERE,CALGARY,3610,60-74 years,2888,281,3169,80,7.8
2021/05/26,Z2.6.B.02,CHESTERMERE,CALGARY,1145,75+ years,1023,883,1906,89.3,77.1
2021/05/26,Z2.6.B.02,CHESTERMERE,CALGARY,25681,All age years,12905,1602,14507,50.3,6.2
2021/05/26,Z2.6.C.03,STRATHMORE,CALGARY,4173,12-19 years,1257,54,1311,30.1,1.3
2021/05/26,Z2.6.C.03,STRATHMORE,CALGARY,8802,20-39 years,3431,601,4032,39,6.8
2021/05/26,Z2.6.C.03,STRATHMORE,CALGARY,9970,40-59 years,5895,810,6705,59.1,8.1
2021/05/26,Z2.6.C.03,STRATHMORE,CALGARY,5565,60-74 years,4250,718,4968,76.4,12.9
2021/05/26,Z2.6.C.03,STRATHMORE,CALGARY,1971,75+ years,1678,1404,3082,85.1,71.2
2021/05/26,Z2.6.C.03,STRATHMORE,CALGARY,35924,All age years,16591,3587,20178,46.2,10
2021/05/26,Z2.6.C.04,CROSSFIELD,CALGARY,883,12-19 years,257,5,262,29.1,0.6
2021/05/26,Z2.6.C.04,CROSSFIELD,CALGARY,2287,20-39 years,701,25,726,30.7,1.1
2021/05/26,Z2.6.C.04,CROSSFIELD,CALGARY,2618,40-59 years,1335,56,1391,51,2.1
2021/05/26,Z2.6.C.04,CROSSFIELD,CALGARY,1866,60-74 years,1279,136,1415,68.5,7.3
2021/05/26,Z2.6.C.04,CROSSFIELD,CALGARY,508,75+ years,397,294,691,78.1,57.8
